,
TechStack,Links
"Fullstack React,Node.js,MongoDB,Express.js",https://github.com/SAI-SUJAL/E-Assets
"Kotlin,Android ",https://github.com/Jansu1/Suraksha-Malware-Detection-Backend
"Machine Learning,Python,TensorFlow",https://github.com/SAI-SUJAL/Multi-organ-Segmentation
"AI,Machine Learning,opencv,mediapipe",https://github.com/SAI-SUJAL/AI-Virtual-Keyboard
"Only React,Frontend",https://github.com/SAI-SUJAL/Dynamotime
"AI Chatbots,streamlit,python,transformers",https://github.com/SAI-SUJAL/RAG-CHATBOT-V2
"GenerativeAI,langchain,python,Streamlit",https://github.com/SAI-SUJAL/cold-email-generator-tool
